Nom de la fête ou manifestation;Catégorie de la fête ou manifestation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de la fête ou manifestation;Bureau distributeur de l'adresse postale;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'accès/Nom/distance en km;N° de téléphone fixe;N° de téléphone mobile;N° de fax;localisation;departement
MARCHÉ DE GUÉRANDE;Marché;;;Place Saint-Aubin;;44350;GUERANDE;;;44069;47.32777;-2.42927;;02 40 15 60 40;;02 40 15 60 44;47.32777,-2.42927;Loire-Atlantique
MARCHÉ DE JAVRON-LES-CHAPELLES;Marché;;;Place de la Mairie;;53250;JAVRON-LES-CHAPELLES;;;53121;48.4172074;-0.336719;Route (nationale/départ.)||route nationale 12||50;02 43 03 40 67;;;48.4172074,-0.336719;Mayenne
MARCHÉ DE L'ART ET DE LA GASTRONOMIE;;;;Parc du Grand fay;;44320;SAINT-PERE-EN-RETZ;;;44187;47.20348;-2.03686;;06 82 26 21 13;;;47.20348,-2.03686;Loire-Atlantique
MARCHÉ DE LA BAULE - CENTRAL;Marché;;;Place du marché;;44500;LA BAULE-ESCOUBLAC;;;44055;47.28489;-2.39486;;02 51 75 75 75;;;47.28489,-2.39486;Loire-Atlantique
MARCHÉ DE LA BOUSSINIÈRE - LE MANS;Marché;;;Place Edouard de la Boussinière;;72000;LE MANS;;;72181;48.0133602;0.189599;;;;;48.0133602,0.189599;Sarthe
MARCHÉ DE LAVAL;Marché;;;Place de la Trémoille;;53000;LAVAL;;;53130;48.06887;-0.7722;;;;;48.06887,-0.7722;Mayenne
MARCHÉ DE MESLAY-DU-MAINE;Marché;;;Place du Marché;;53170;MESLAY-DU-MAINE;;;53152;47.9499841;-0.5538066;;02 43 64 10 40;;;47.9499841,-0.5538066;Mayenne
MARCHÉ DE MISSILLAC;Marché;;;Bourg;;44780;MISSILLAC;;;44098;47.48184;-2.16011;;02 40 88 31 09;;02 40 19 32 02;47.48184,-2.16011;Loire-Atlantique
MARCHÉ DE NOËL DE MORANNES;Animations de Noël;;;;Morannes;49640;MORANNES SUR SARTHE-DAUMERAY;;;49220;47.7444605;-0.416849;;;;;47.7444605,-0.416849;Maine-et-Loire
MARCHÉ DE PRODUCTEURS ARTISANS ET CRÉATEURS;Marché;;;;;;PAULX;;;44119;46.94694;-1.77309;;;06 74 99 48 29;;46.94694,-1.77309;Loire-Atlantique
MARCHÉ DE PRODUCTEURS BIO AU POTAGER DE PAULINE;Marché;;;La Gatine;;44270;MACHECOUL-SAINT-MEME;;;44087;46.977329;-1.8393006;;06 31 63 91 11;;;46.977329,-1.8393006;Loire-Atlantique
MARCHÉ DE SAINT-ETIENNE-DE-MER-MORTE;Marché;Parking salle des Vallées;;;;44270;SAINT-ETIENNE-DE-MER-MORTE;;;44157;46.92879;-1.74171;;02 40 31 12 06;;;46.92879,-1.74171;Loire-Atlantique
MARCHÉ DE ST GILDAS DES BOIS;Marché;;;face à la mairie;;44530;SAINT-GILDAS-DES-BOIS;;;44161;47.51729;-2.03712;;02 40 01 40 10;;;47.51729,-2.03712;Loire-Atlantique
MARCHÉ DE ST-PIERRE-DES-NIDS;Marché;Place de la Poôté;;;;53370;SAINT-PIERRE-DES-NIDS;;;53246;48.3997202;-0.0986102;;;;;48.3997202,-0.0986102;Mayenne
MARCHÉ DES MÉTIERS D'ART;Brocantes & vide-greniers;;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.01887;0.56999;;;;;48.01887,0.56999;Sarthe
MARCHÉ GOURMAND;Marché;;;Ferme de la Fradouillère;La Fradouillère;44760;LES MOUTIERS-EN-RETZ;;;44106;47.0703;-1.966;;06 32 50 54 80;;;47.0703,-1.966;Loire-Atlantique
MARCHÉ HEBDOMADAIRE DE CHAILLAND;Marché;;;Place de la Mairie;;53420;CHAILLAND;;;53048;48.223696;-0.873385;;02 43 02 70 11;;;48.223696,-0.873385;Mayenne
MARCHÉ NOCTURNE DU TERROIR;Marché;;;Pré Grasseur;;44410;HERBIGNAC;;;44072;47.44022;-2.32633;;;;;47.44022,-2.32633;Loire-Atlantique
MARCHÉ QUARTIER - SACRÉ COEUR - CHOLET - LE JEUDI;Marché;;;Boulevard Guy Chouteau;;49300;CHOLET;;;49099;47.0670756;-0.8901243;;;;;47.0670756,-0.8901243;Maine-et-Loire
MARCHÉ  L’ÉCOLOGIE FAIT MAISON »;Marché;place de l'église;;;;72450;LOMBRON;;;72165;48.0790246;0.41830719;;;;;48.0790246,0.41830719;Sarthe
MARCHÉS DE NOËL - CENTRALE 7;Animations de Noël;;;Lieu-dit Le Bois II;Nyoiseau;49500;SEGRE-EN-ANJOU BLEU;;;49331;47.692695;-0.8788;;;;;47.692695,-0.8788;Maine-et-Loire
MASCUS;Théâtre;;Eve, Scène Universitaire;Avenue René Laennec;;72085;LE MANS;;;72181;48.0175;0.1611111;;;;;48.0175,0.1611111;Sarthe
MAYENN'BIÈRE FESTIVAL;Festival;Halte Fluviale de St Jean sur Mayenne;;Rue de Saint-Trèche;;53240;SAINT-JEAN-SUR-MAYENNE;;;53229;48.12929;-0.75121;;;06 31 30 50 82;;48.12929,-0.75121;Mayenne
MERCREDI EN FAMILLE AU CHÂTEAU DE LA RAGOTIÈRE À LA REGRIPPIERE;Visites et sorties à thèmes;;;La Grande Ragotière;;44330;LA REGRIPPIERE;;;44140;47.1742426;-1.2048835;;02 40 33 60 56;;;47.1742426,-1.2048835;Loire-Atlantique
MERCREDI EN FAMILLE AU CHÂTEAU DE LA RAGOTIÈRE À LA REGRIPPIERE;Visites et sorties à thèmes;;;La Grande Ragotière;;44330;LA REGRIPPIERE;;;44140;47.1742426;-1.2048835;;02 40 33 60 56;;;47.1742426,-1.2048835;Loire-Atlantique
MERCREDI RÉCRÉACTIF À BAUGÉ;Stages-Atelier-Jeux;;Médiathèque;;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5399822;-0.1006085;;02 41 84 12 18;;;47.5399822,-0.1006085;Maine-et-Loire
MICRO-AVENTURE A ARTHON EN RETZ : AUTOUR DE LA THÉMATIQUE DE LA PRODUCTION LOCALE ET DE LA DÉGUSTATION;Visites et sorties à thèmes;;;La Ferme des Champs Libres;Arthon en Retz;44680;CHAUMES-EN-RETZ;;;44005;47.19126;-1.85272;;06 99 33 37 20;;;47.19126,-1.85272;Loire-Atlantique
MINI JI - COUPE RÉGIONALE;Manifestation sportive;;;Port La Baule-Le Pouliguen;;44500;LA BAULE-ESCOUBLAC;;;44055;47.27473;-2.42371;;02 40 88 91 46;;02 40 62 39 84;47.27473,-2.42371;Loire-Atlantique
MON PETIT FESTIVAL À GÉTIGNÉ;Contes et lectures;;;ESPACE BELLEVUE;Rue du Pont Jean Vay;44190;GETIGNE;;;44063;47.0786099;-1.2470864;;02 40 36 07 07;;;47.0786099,-1.2470864;Loire-Atlantique
MSB/LE PORTEL - CHAMPIONNAT DE FRANCE PRO A - SAISON 2021/2022;Manifestation sportive;;Antarès;2, avenue d'Antarès;;72000;LE MANS;;;72181;47.9555964;0.2226793;Transport en commun||Tramway T1, Arrêt Antarès-MMArena||0,1;;;;47.9555964,0.2226793;Sarthe
MURDER PARTY : MEURTRE AU THÉÂTRE;Visites et sorties à thèmes;;Théâtre municipal;Place Juhel;;53100;MAYENNE;;;53147;48.3023423;-0.6199723;;02 43 58 13 00;;;48.3023423,-0.6199723;Mayenne
MÉDITATION, JEÛNE ET RANDONNÉE;;;;Château du Plessis Grimaud à Saint Viaud;Le Plessis Grimaud;44320;SAINT-VIAUD;;;44192;47.23648;-1.98842;;;06 58 23 45 71;;47.23648,-1.98842;Loire-Atlantique
N'OUBLIEZ PAS LES PAROLES SE DONNE EN SPECTACLE;Spectacle;;Antarès;2, avenue d'Antarès;;72000;LE MANS;;;72181;47.9555964;0.2226793;;;;;47.9555964,0.2226793;Sarthe
NETTOYONS NOS PLAGES;Sortie nature / environnement;;;Plage de Port Nabé;;44420;PIRIAC-SUR-MER;;;44125;47.36116;-2.525;;02 40 23 50 19;;;47.36116,-2.525;Loire-Atlantique
NORA HAMZAWI;Spectacle;;;33 boulevard Carnot;;49100;ANGERS;;;49007;47.47446;-0.54597;;02 41 96 32 32;;;47.47446,-0.54597;Maine-et-Loire
NOUVEAUTÉ 2022 : JEU DE L'ANGUILLE;Stages-Atelier-Jeux;;Cap Loire;20 Rue d'Anjou (Montjean-sur-Loire);MONTJEAN-SUR-LOIRE;49410;MAUGES-SUR-LOIRE;;;49244;47.3898051;-0.8641968;;02 41 39 07 10;;;47.3898051,-0.8641968;Maine-et-Loire
NUIT DE LA CHAUVE-SOURIS - SORTIE LPO ANJOU;Sortie nature / environnement;;Parking de la piscine;;;49290;CHALONNES-SUR-LOIRE;;;49063;47.3516079;-0.7637704;;;241741081;;47.3516079,-0.7637704;Maine-et-Loire
OPEN D'ECHECS DE LA FERTÉ-BERNARD;Manifestation sportive;Halles Denis Béalet;;;;72400;LA FERTE-BERNARD;;;72132;48.1836446;0.64839243;;06 21 14 08 82;;;48.1836446,0.64839243;Sarthe
PARDON DE LA BATELLERIE;Fêtes populaires;;;Le Port;;44240;SUCE-SUR-ERDRE;;;44201;47.3392316;-1.5255376;;;;;47.3392316,-1.5255376;Loire-Atlantique
PEINTURES DES LOINTAINS – DIALOGUE AVEC L’IMAGINAIRE DEBUSSYSTE;Concert;;Musée de Tessé;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;48.01082,0.20417;Sarthe
PETIT TRAIN TOURISTIQUE DE CLISSON;Visites et sorties à thèmes;;;Place du Minage;;44190;CLISSON;;;44043;47.08708;-1.281492;;02 40 54 02 95;;;47.08708,-1.281492;Loire-Atlantique
PIÈCE DE THÉÂTRE PAR LA TROUPE LES DIABOLOÏCS;Théâtre;;Salle des fêtes;4 rue des Courtils;;72210;LA SUZE-SUR-SARTHE;;;72346;47.8901751;0.024712;;;;;47.8901751,0.024712;Sarthe
PLANTES MÉDICINALES;Sortie nature / environnement;;;Départ : Salle Maillet;186 Avenue de Mindin;44250;SAINT-BREVIN-LES-PINS;;;44154;47.25304;-2.16606;;;06 60 87 50 66;;47.25304,-2.16606;Loire-Atlantique
PLUMES ET PINCEAUX;Exposition;;Parc Théodore Monod;Place du 117e RI;;72000;LE MANS;;;72181;48.0109858;0.18092514;;;06 60 48 63 20;;48.0109858,0.18092514;Sarthe
PONTMAIN - JOURNÉES DU PATRIMOINE;Manifestation Nationale;;;Centre Pastoral du Sanctuaire;3, rue Notre-Dame;53220;PONTMAIN;;;53181;48.4401717;-1.0591041;Route (nationale/départ.)||D290||0,3;02 43 05 07 26;;;48.4401717,-1.0591041;Mayenne
PORNICHET PLEIN VOL;;;;Plage des Libraires;;44380;PORNICHET;;;44132;47.26668;-2.34768;;02 40 61 33 33;;;47.26668,-2.34768;Loire-Atlantique
PRIX ROMAN CEZAM;Contes et lectures;;;Bibliothèque;17 rue des Forges;44530;SAINT-GILDAS-DES-BOIS;;;44161;47.51233;-2.04019;;02 40 01 40 10;;;47.51233,-2.04019;Loire-Atlantique
QI GONG, JEÛNE ET RANDONNÉE;;;;Château du Plessis Grimaud à Saint Viaud;Le Plessis Grimaud;44320;SAINT-VIAUD;;;44192;47.23648;-1.98842;;;06 58 23 45 71;;47.23648,-1.98842;Loire-Atlantique
QUIZZ GOÛTER – NOUVEAUTÉ 2022;Visites et sorties à thèmes;;Cap Loire;20 rue d'Anjou;MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3897315;-0.8641262;;02 41 39 07 10;;;47.3897315,-0.8641262;Maine-et-Loire
RAID NATURE;Randonnée;;;;;44650;LEGE;;;44081;46.8874617;-1.5942235;;;;;46.8874617,-1.5942235;Loire-Atlantique
RALLYE TOURISTIQUE MOTO;Rallye;;Stade;Rue des Ardoisières;;72130;SAINT-GEORGES-LE-GAULTIER;;;72282;48.2984906;-0.1154768;;;06 46 28 63 31;;48.2984906,-0.1154768;Sarthe
RANDO CRÊPES;Sortie nature / environnement;;;Port de la Maison Verte;;44560;CORSEPT;;;44046;47.27846;-2.05765;;06 62 81 47 56;;;47.27846,-2.05765;Loire-Atlantique
RANDONNÉE;Randonnée;départ : place de l'église;;;;72390;LAVARE;;;72158;48.0540007;0.64489757;;02 44 53 11 20;;;48.0540007,0.64489757;Sarthe
RANDONNÉE GOURMANDE;Randonnée;Départ Cour de la Mairie;;;;72320;SAINT-MAIXENT;;;72296;48.089987;0.651629;;06 16 93 92 01;;;48.089987,0.651629;Sarthe
RANDONNÉE PÉDESTRE POUR ELA;Randonnée;Parking Salle des fêtes;;;;72390;LE LUART;;;72172;48.069938;0.592255;;06 80 12 63 71;;;48.069938,0.592255;Sarthe
RASSEMBLEMENT DES VOITURES RÉTRO;Exposition;;;Avenue de la Plage Éric Tabarly;;44770;PREFAILLES;;;44136;47.12855;-2.21945;;02 40 21 60 37;;;47.12855,-2.21945;Loire-Atlantique
REDOUANE BOUGHERABA;Spectacle;;ZAC de la Ria;Casino de Pornic;Rue du Canal;44210;PORNIC;;;44131;47.11531;-2.09577;;02 40 82 04 40;;;47.11531,-2.09577;Loire-Atlantique
REGATE VAURIEN;Manifestation sportive;;;Club Nautique;Plage du Pré Vincent;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06294;-2.00689;;;06 23 94 83 36;;47.06294,-2.00689;Loire-Atlantique
REMI DUMOULIN QUARTET;Concert;;Salle Socioculturelle;16 Place de la Poste;;53170;MESLAY-DU-MAINE;;;53152;47.9518204;-0.5526519;;02 43 64 37 45;;;47.9518204,-0.5526519;Mayenne
RENCONTRE AVEC MAXIME LAMARCHE;Conférence;;Chapelle du Genêteil;Rue du Général Lemonnier;Château-Gontier;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.8284272;-0.6985549;;02 43 09 21 52;;;47.8284272,-0.6985549;Mayenne
RENCONTRE DES RICHESSES DE LA HAIE ET DE LA MARE;Sortie nature / environnement;Espace Naturel Sensible des Ajeux;;;;72400;LA FERTE-BERNARD;;;72132;48.16611;0.64251;;02 43 93 87 87;;;48.16611,0.64251;Sarthe
RENDEZ-VOUS AUX JARDINS;Manifestation Nationale;Manoir de la Cour;;;;72440;COUDRECIEUX;;;72094;47.9915584;0.63231029;;02 43 35 79 37;;;47.9915584,0.63231029;Sarthe
RENDEZ-VOUS NATURE EN ANJOU;Stages-Atelier-Jeux;;;;;49000;ANGERS;;;49007;47.501835;-0.517146;;02 41 81 49 49;;;47.501835,-0.517146;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU : SORTIE DÉCOUVERT ET CRÉATIVE;Sortie nature / environnement;;Parc du château;;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;;49023;47.2012179;-0.9852211;;02 41 71 76 80;;;47.2012179,-0.9852211;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU : UNE FORÊT LINÉAIRE RICHE EN BIODIVERSITÉ;Sortie nature / environnement;;Cirque de Courossé;Lieu-dit Courossé;LA CHAPELLE-SAINT-FLORENT;49410;MAUGES-SUR-LOIRE;;;49244;47.3194226;-1.0379099;;02 41 71 76 80;;;47.3194226,-1.0379099;Maine-et-Loire
REPAS;;;;;;72440;COUDRECIEUX;;;72094;47.9930499;0.628792;;;;;47.9930499,0.628792;Sarthe
REPRÉSENTATIONS DE LA TROUPE THÉÂTRE ET CIE - CHAMPIGNÉ;Théâtre;;Théâtre Saint-Roland;Allée de la passion;Champigné;49330;LES HAUTS-D'ANJOU;;;49080;47.6626953;-0.5723237;;;;;47.6626953,-0.5723237;Maine-et-Loire
REWIND: THE ROYAL SIXTIES/REPORTE;Concert;;;Espace Culturel du Val St Martin;Rue Jules Ferry;44210;PORNIC;;;44131;47.12077;-2.09339;;02 40 82 04 40;;;47.12077,-2.09339;Loire-Atlantique
RÉUNION PUBLIQUE - QUARTIER D'ESCOUBLAC;Conférence;;;39 Avenue Henri Bertho;;44500;LA BAULE-ESCOUBLAC;;;44055;47.29403;-2.3583;;02 51 75 75 75;;;47.29403,-2.3583;Loire-Atlantique
SAINT AUBIN FOSSE LOUVAIN - JOURNÉES DU PATRIMOINE;Manifestation Nationale;;;Le bourg;;53120;SAINT-AUBIN-FOSSE-LOUVAIN;;;53199;48.4639788;-0.8323784;;02 43 00 64 69;06 35 93 33 20;;48.4639788,-0.8323784;Mayenne
SAINT M'ARTS DE RUE;Festival;;;centre ville;;44850;SAINT-MARS-DU-DESERT;;;44179;47.3669356;-1.4051334;;;;;47.3669356,-1.4051334;Loire-Atlantique
SAISON CULTURELLE : SPECTACLE LE PETIT DÉTOURNEMENT;Spectacle;;;Salle André Ravache;Place de la Duchesse Anne;44510;LE POULIGUEN;;;44135;47.27825;-2.43301;;02 40 24 34 44;;;47.27825,-2.43301;Loire-Atlantique
SALON DU CHEVAL;;;;Parc des Expositions;Route de Paris;49000;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
SALON DU MARIAGE;;;;33 boulevard Carnot;;49100;ANGERS;;;49007;47.4744865;-0.5458529;;02 41 96 32 32;;;47.4744865,-0.5458529;Maine-et-Loire
SALON ENVIROPRO;;;;Parc des Expositions;Route de Paris;49100;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
SAN SALVADOR ET LE CHOEUR ÉPHÉMÈRE - MUSIQUE DU MONDE;Concert;;;Place Christian d'Elva;;53810;CHANGE;;;53054;48.09834;-0.78903;;02 43 53 34 42;;;48.09834,-0.78903;Mayenne
SANTÉ & BIEN ÊTRE;Manifestation sportive;;;Avenue des moulins;Gymnase Gabriel-Gouraud;44490;LE CROISIC;;;44049;47.2891;-2.51857;;02 40 23 00 70;;;47.2891,-2.51857;Loire-Atlantique
SARAH LÜCK ET LOU ROY EXPOSITION DES RESIDENCES D'ARTISTES 2022;Exposition;CENTRE D'ART CONTEMPORAIN;;8 bis, Rue de la Grange;;53220;PONTMAIN;;;53181;48.438565;-1.0580211;;02 43 05 08 29;;;48.438565,-1.0580211;Mayenne
SAULGES APRÈS LA PRÉHISTOIRE;Visites et sorties à thèmes;;Musée de Préhistoire;;Vallée des grottes de Saulges;53270;THORIGNE-EN-CHARNIE;;;53264;47.9938294;-0.4004112;;;;;47.9938294,-0.4004112;Mayenne
SE MÉFIER DES EAUX QUI DORMENT;Danse (spectacle);Espace de Retz;;14 Rue de la Taillée;;44270;MACHECOUL-SAINT-MEME;;;44087;46.9942037;-1.8259776;;;;;46.9942037,-1.8259776;Loire-Atlantique
SEMAINE DE LA PARENTALITÉ : JOURNÉE FESTIVE;Festival;;;Salle Etoile de Jade;Avenue Georges Brassens;44250;SAINT-BREVIN-LES-PINS;;;44154;47.23646;-2.15602;;02 40 27 51 77;;;47.23646,-2.15602;Loire-Atlantique
SOIREE PARTAGÉE DANSE À BAUGÉ;Danse (spectacle);;Centre Culturel René d'Anjou;;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5414;-0.10377;;;02 41 89 70 60;;47.5414,-0.10377;Maine-et-Loire
SOIRÉE BEAUJOLAIS NOUVEAU;Fêtes populaires;salle communale;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;06 09 33 53 13;;48.080236,0.416376;Sarthe
SOIRÉE COUSCOUS ET DANSANTE À FONTAINE-MILON;Concert;;Salle Bellevue;;Fontaine-Milon;49140;MAZE-MILON;;;49194;47.50152;-0.25063;;;06 33 95 66 35;;47.50152,-0.25063;Maine-et-Loire
SOIRÉE VIDÉO : ISTANBUL-MARRAKECH;Conférence;;;Salle Étoile de Jade;Avenue Georges Brassens;44250;SAINT-BREVIN-LES-PINS;;;44154;47.23646;-2.15602;;02 40 27 20 56;06 32 79 96 25;;47.23646,-2.15602;Loire-Atlantique
SOPHRO BALADE;Stages-Atelier-Jeux;;Ecluse de la Roche;Lieu-dit La Roche;;53200;LA ROCHE-NEUVILLE;;;53136;47.86346;-0.6967;;;06 15 43 33 88;;47.86346,-0.6967;Mayenne
SOPHROLOGIE SUR L'HERBE;Stages-Atelier-Jeux;;Jardin du Bout du Monde;Place Saint-Jean;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.830303;-0.7065957;;;06 47 26 46 74;;47.830303,-0.7065957;Mayenne
SORTIE NATURE;Visites et sorties à thèmes;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIE NATURE;Sortie nature / environnement;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIE NATURE RANDOLYRIC;Sortie nature / environnement;;Forêt du Gâvre;;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIES EN CANI-RANDO À L'ARCHE DE LA NATURE;Randonnée;;Parking du Verger;Route de Changé;;72530;YVRE-L'EVEQUE;;;72386;47.989875;0.24834078;;02 43 28 17 22;;;47.989875,0.24834078;Sarthe
SOYEZ-VOUS MÊME - THÉÂTRE;Théâtre;;;8 Rue des Bordagers;;53810;CHANGE;;;53054;48.09639;-0.77519;;02 43 53 34 42;;;48.09639,-0.77519;Mayenne
SPECTACLE;Spectacle;la passerelle;;;;72160;CONNERRE;;;72090;48.060283;0.493572;;;;;48.060283,0.493572;Sarthe
SPECTACLE : LE LAC DES CYGNES;Spectacle;;;Parc des Expositions;Route de Paris;49000;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
SPECTACLE : LE SONGE D'ALUUNA;Spectacle;;Musée de Préhistoire;;Vallée des grottes de Saulges;53270;THORIGNE-EN-CHARNIE;;;53264;47.9938294;-0.4004112;;;;;47.9938294,-0.4004112;Mayenne
SPECTACLE DANSE MODERN JAZZ;Danse (spectacle);Espace Saugonne;;rue de la Gare;;72600;MAMERS;;;72180;48.3475241;0.36439012;;02 43 97 60 63;;;48.3475241,0.36439012;Sarthe
SPECTACLE DE DANSE DE LA MJC;Danse (spectacle);;;119 Av. du Maréchal de Lattre de Tassigny;Atlantia;44500;LA BAULE-ESCOUBLAC;;;44055;47.28355;-2.40988;;02 40 60 37 15;;;47.28355,-2.40988;Loire-Atlantique
SPECTACLE DE FIN D'ANNÉE;Spectacle;Salle Paul Richard;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;;;48.0482299,0.419952;Sarthe
SPECTACLE ENFANTS : MON JARDIN DES 4 SAISONS;Spectacle;;;Plage Saint Michel;;44420;PIRIAC-SUR-MER;;;44125;47.38028;-2.54921;;02 40 23 51 42;;;47.38028,-2.54921;Loire-Atlantique
SPECTACLE JEUNE PUBLIC QUI S'Y FROTTE S'Y PIQUE !;Sortie nature / environnement;;;Rue de Ranrouët;;44410;HERBIGNAC;;;44072;47.44433;-2.30062;;02 40 88 96 17;;;47.44433,-2.30062;Loire-Atlantique
SPECTACLE MUSICAL;Spectacle;Quai des Arts;;;;72320;VIBRAYE;;;72373;48.0647497;0.72728968;;02 43 60 76 89;;;48.0647497,0.72728968;Sarthe
SPECTACLE MUSICAL LALABULLE;Spectacle;;;bibliothèque;7 rue du Père de Montfort;44160;SAINTE-REINE-DE-BRETAGNE;;;44189;47.44172;-2.19258;;02 40 01 40 10;;;47.44172,-2.19258;Loire-Atlantique
SPECTACLE NUAGE PAR LA COMPAGNIE FURINKAÏ AU DOMAINE DE LA GARENNE LEMOT;Danse (spectacle);;;Route de Poitiers;Domaine de la Garenne Lemot;44190;GETIGNE;;;44063;47.0850066;-1.2757674;;;;;47.0850066,-1.2757674;Loire-Atlantique
SPECTACLE VESTIGES PAR LA COMPAGNIE FURINKAÏ AU DOMAINE DE LA GARENNE LEMOT;Danse (spectacle);;;Route de Poitiers;Domaine de la Garenne Lemot;44190;GETIGNE;;;44063;47.0850066;-1.2757674;;;;;47.0850066,-1.2757674;Loire-Atlantique
SPÉCIAL HELLFEST - HELLFEST WINE TOUR À CLISSON;Visites et sorties à thèmes;;;4, place du minage;Office de Tourisme;44190;CLISSON;;;44043;47.0871812;-1.2818468;;02 51 71 65 74;;;47.0871812,-1.2818468;Loire-Atlantique
STAGE DE TRAIL NATHALIE MAUCLAIR;;;;1 rue Jacques Guède;;72470;CHAMPAGNE;;;72054;48.0261947;0.3330062;;02 43 89 89 89;;;48.0261947,0.3330062;Sarthe
STAGE DE YOGA JOIE DE VIVRE;Stages-Atelier-Jeux;;;Espace Culturel;Rue du Docteur Guépin;44770;PREFAILLES;;;44136;47.13019;-2.21953;;;06 87 89 06 40;;47.13019,-2.21953;Loire-Atlantique
STAGE MULTI-INSTRUMENTS ET CHANT;Stages-Atelier-Jeux;;;MAISON DES ASSOCIATIONS;;44760;LA BERNERIE-EN-RETZ;;;44012;47.08175;-2.03779;;06 70 15 15 36;;;47.08175,-2.03779;Loire-Atlantique
STAGE PARENT /ENFANT SUR UNE APRÈS-MIDI AVEC LA CÉRAMISTE MAGALI BRUCHET;Stages-Atelier-Jeux;Le Prieuré;rue du Prieuré (au dessus de la piscine);;;49570;MAUGES-SUR-LOIRE;;;49244;47.38719;-0.86475;;;06 28 25 42 95;;47.38719,-0.86475;Maine-et-Loire
STAGE THÉÂTRE SENIORS HORS D'ÂGE - LA CHAISE ROUGE;Stages-Atelier-Jeux;;Théâtre de la Chaise Rouge;La Haute Herberie;Pouancé;49420;OMBRÉE D'ANJOU;;;49248;47.7509433;-1.1922682;;;06 25 02 44 36;;47.7509433,-1.1922682;Maine-et-Loire
SUPER LOTO DE NOËL DU RÉVEIL PLAINAIS;Stages-Atelier-Jeux;;;Espace Sports et Loisirs, Salle des fêtes;Avenue des Sports;44770;LA PLAINE-SUR-MER;;;44126;47.13903;-2.19114;;;06 77 90 74 51;;47.13903,-2.19114;Loire-Atlantique
TABOU-RET + UNE CHASSE AU TRÉSOR EN FORÊT DOMANIALE DE BERCÉ;Visites et sorties à thèmes;;;Rue Frédéric Chevallier;;72150;SAINT-VINCENT-DU-LOROUER;;;72325;47.82497;0.49037;;;;;47.82497,0.49037;Sarthe
THEÂTRE DE L'EVRE : SPECTACLE DE MARIONNETTES ET CHANSONS QUEL CIRQUE !;Cirque;;Théâtre de l'Evre;133 rue du Vieux Bourg;Notre-Dame-du-Marillais - LE MARILLAIS;49410;MAUGES-SUR-LOIRE;;;49244;47.362077;-1.0341888;;02 53 20 20 21;;;47.362077,-1.0341888;Maine-et-Loire
THÉÂTRE;Théâtre;;;Cour de l'école Notre Dame du Rosaire;Rue du calvaire (à côté de la Mairie);44420;PIRIAC-SUR-MER;;;44125;47.37921;-2.54543;;02 40 23 51 42;;;47.37921,-2.54543;Loire-Atlantique
THÉÂTRE POURQUOI CAMILLE ?;Théâtre;Salle Atlantis;;Place Saint-Damien;;72110;SAINT-COSME-EN-VAIRAIS;;;72276;48.2740272;0.45988309;;06 16 86 59 74;;;48.2740272,0.45988309;Sarthe
THÉÂTRE : LES ECOEURCHÉES;Théâtre;Théâtre Epidaure;;;;72440;BOULOIRE;;;72042;47.973317;0.548873;;02 43 35 56 04;;;47.973317,0.548873;Sarthe
